customerid,churn,customer_gender,customer_seniorcitizen,customer_partner,customer_dependents,customer_tenure,phone_phoneservice,phone_multiplelines,internet_internetservice,internet_onlinesecurity,internet_onlinebackup,internet_deviceprotection,internet_techsupport,internet_streamingtv,internet_streamingmovies,account_contract,account_paperlessbilling,account_paymentmethod,total_day,account_charges_monthly,account_charges_total
0301-kobtq,False,male,0,False,False,32,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,True,bank transfer (automatic),0.64,20.05,614.45
0302-joivn,True,female,0,True,False,8,True,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,False,electronic check,3.51,101.15,842.9
0303-uncip,False,male,0,False,False,41,True,yes,dsl,no,no,yes,no,no,yes,one year,False,mailed check,2.06,65.0,2531.8
0303-wmmrn,False,male,0,False,False,5,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,True,mailed check,0.57,19.25,86.05
0305-sqecb,False,female,0,False,True,11,False,no phone service,dsl,yes,no,no,yes,no,no,one year,True,mailed check,1.22,36.05,402.6
0306-jaele,True,male,0,False,False,5,True,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,True,electronic check,3.02,96.1,453.4
0307-bcopk,False,female,0,False,False,16,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,False,mailed check,0.68,19.05,326.65
0308-giqjt,False,male,1,False,False,71,True,yes,fiber optic,no,yes,no,yes,yes,yes,one year,False,bank transfer (automatic),3.47,105.75,7382.85
0308-ivgok,False,female,0,False,False,11,False,no phone service,dsl,no,yes,yes,yes,no,no,one year,True,credit card (automatic),1.28,40.4,422.6
0310-mvlet,True,female,0,True,True,61,True,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,True,electronic check,3.28,99.15,6010.05
0310-sucin,False,female,0,True,False,71,True,no,dsl,yes,yes,yes,yes,yes,yes,one year,True,bank transfer (automatic),2.84,84.8,6046.1
0310-vqxam,False,male,0,False,False,9,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,mailed check,0.66,19.85,178.8
0311-qywss,False,female,0,False,False,6,True,no,dsl,yes,no,no,no,no,no,month-to-month,True,electronic check,1.75,49.45,314.6
0311-unpff,True,female,0,False,False,26,True,no,fiber optic,no,no,no,no,yes,yes,month-to-month,True,bank transfer (automatic),2.92,88.8,2274.35
0314-tkosi,False,female,0,False,False,6,True,no,dsl,yes,yes,no,no,no,no,month-to-month,False,mailed check,1.79,55.15,322.9
0315-lvcrk,False,male,0,False,False,11,True,no,fiber optic,no,no,yes,no,no,yes,month-to-month,False,electronic check,2.69,84.8,888.75
0318-quuob,True,male,0,True,False,1,True,no,fiber optic,no,no,no,no,yes,no,month-to-month,True,electronic check,2.68,80.55,80.55
0318-zopws,False,female,0,True,False,49,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,True,bank transfer (automatic),0.66,20.15,973.35
0319-qztco,False,female,0,True,True,3,True,no,dsl,no,yes,no,no,yes,no,month-to-month,True,credit card (automatic),1.87,58.7,168.6
0320-dwvtu,False,female,0,False,False,53,True,no,fiber optic,yes,yes,yes,yes,no,yes,two year,False,mailed check,3.41,99.5,5424.25
0320-jdnqg,True,male,0,True,True,23,True,no,fiber optic,yes,no,no,yes,yes,yes,month-to-month,True,electronic check,3.38,99.85,2331.3
0322-chqru,True,male,0,False,False,2,True,no,dsl,no,no,no,no,no,no,month-to-month,False,electronic check,1.49,45.35,89.5
0322-yinqp,True,male,0,False,False,1,True,no,dsl,yes,no,no,no,no,no,month-to-month,True,mailed check,1.62,48.55,48.55
0323-xwwtn,False,male,0,False,True,3,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,True,mailed check,1.35,26.4,121.25
0324-brpcj,True,female,1,True,False,68,True,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,True,electronic check,3.36,100.2,6851.65
0325-xbfac,True,male,0,False,False,8,True,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,True,electronic check,3.08,94.7,740.3
0326-vdyxe,False,female,0,True,False,70,True,yes,fiber optic,no,no,yes,no,yes,yes,one year,True,electronic check,3.32,97.65,6982.5
0327-wfzsy,False,male,0,True,True,39,True,yes,fiber optic,no,no,yes,no,yes,yes,one year,False,electronic check,3.28,100.0,3835.55
0328-grpmv,True,female,0,False,False,1,True,no,fiber optic,no,no,no,no,no,no,month-to-month,True,electronic check,2.34,70.1,70.1
0329-gtiaj,True,female,0,False,False,3,True,no,fiber optic,no,yes,no,yes,yes,yes,month-to-month,True,electronic check,3.5,97.9,315.3
0330-bgyze,False,male,0,True,False,60,True,yes,fiber optic,no,yes,yes,no,yes,yes,one year,False,bank transfer (automatic),3.42,102.5,6157.6
0330-ivzha,True,female,0,True,False,5,True,no,fiber optic,no,no,no,no,no,no,month-to-month,False,electronic check,2.2,69.95,330.15
0334-gddso,True,male,1,False,False,3,True,yes,fiber optic,no,yes,no,no,no,no,month-to-month,True,electronic check,2.6,81.35,233.7
0334-zfjsr,False,female,0,True,False,55,True,yes,dsl,yes,yes,no,yes,no,no,one year,True,credit card (automatic),2.1,66.05,3462.1
0336-kxkfk,False,male,0,False,False,72,False,no phone service,dsl,yes,no,yes,yes,yes,yes,two year,True,credit card (automatic),2.03,61.2,4390.25
0336-pikei,False,male,1,True,False,72,True,no,dsl,yes,yes,yes,yes,yes,no,two year,False,bank transfer (automatic),2.48,74.4,5360.75
0337-cnpze,True,female,0,False,False,41,True,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,True,electronic check,3.61,106.3,4443.45
0343-qluzp,False,male,0,False,False,60,False,no phone service,dsl,yes,yes,yes,no,no,no,two year,False,bank transfer (automatic),1.35,39.6,2424.5
0345-hkjvm,True,female,0,False,False,6,True,no,fiber optic,no,no,no,no,yes,yes,month-to-month,False,electronic check,3.21,89.3,577.6
0345-xmmug,False,female,0,True,False,46,True,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,True,credit card (automatic),3.52,108.9,4854.3
0347-ubkuz,False,female,0,False,False,15,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,mailed check,0.71,19.9,320.45
0348-sdkol,True,female,0,True,False,58,True,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,True,credit card (automatic),3.38,102.1,5885.4
0354-vxmjc,False,male,0,True,True,23,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,credit card (automatic),0.62,19.6,426.65
0354-wyrok,True,female,1,True,True,31,True,no,fiber optic,no,no,yes,yes,yes,yes,month-to-month,True,electronic check,3.13,98.9,2911.3
0356-erhvt,False,male,0,True,False,11,True,no,dsl,no,no,no,no,no,no,month-to-month,True,bank transfer (automatic),1.58,45.9,521.9
0356-obmac,False,female,1,False,False,56,True,yes,fiber optic,no,yes,yes,yes,yes,no,two year,True,bank transfer (automatic),3.4,99.9,5706.3
0357-nvcri,False,female,0,False,True,25,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,credit card (automatic),0.63,20.05,471.7
0361-hjrdx,False,female,0,False,False,68,False,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,False,credit card (automatic),2.23,64.35,4539.6
0362-raoqo,False,female,0,False,False,40,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,credit card (automatic),0.69,19.65,830.25
0362-zbzwj,True,male,0,False,False,36,True,yes,fiber optic,no,no,no,no,no,yes,month-to-month,True,electronic check,2.84,84.9,3067.2
0363-qjvfx,True,male,0,False,False,32,True,yes,fiber optic,yes,yes,no,yes,yes,yes,month-to-month,True,credit card (automatic),3.58,108.15,3432.9
0363-svhyr,False,male,0,True,True,71,True,yes,dsl,yes,yes,yes,yes,yes,yes,two year,False,bank transfer (automatic),2.94,86.85,6263.8
0365-bzuwy,False,male,0,True,False,17,True,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,True,electronic check,3.42,102.55,1742.5
0365-gxezs,False,male,0,True,False,18,True,no,fiber optic,no,no,yes,yes,no,no,month-to-month,False,electronic check,2.72,78.2,1468.75
0365-trtpy,False,female,0,False,False,37,True,yes,fiber optic,yes,yes,yes,no,no,no,month-to-month,False,bank transfer (automatic),3.05,91.2,3382.3
0366-nqshs,False,male,0,False,False,2,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,mailed check,0.77,19.35,46.35
0369-zgovk,False,female,0,True,True,28,True,no,fiber optic,no,no,no,no,no,no,one year,True,bank transfer (automatic),2.37,70.4,1992.2
0373-aivnj,False,male,0,False,False,9,False,no phone service,dsl,yes,yes,yes,no,no,no,one year,False,mailed check,1.38,39.55,373.0
0374-aacsz,False,female,0,False,False,1,True,no,dsl,yes,no,no,no,no,no,month-to-month,False,electronic check,1.67,50.15,50.15
0374-fiuca,False,male,0,True,False,65,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,True,credit card (automatic),0.73,20.4,1414.45
0374-ioegq,False,female,0,False,False,3,True,no,dsl,no,no,no,no,no,no,month-to-month,False,electronic check,1.36,44.6,122.7
0375-hvgxo,True,female,0,False,False,1,False,no phone service,dsl,no,no,no,no,yes,no,month-to-month,True,electronic check,1.16,34.7,34.7
0376-oiwme,False,male,0,True,False,36,True,no,fiber optic,yes,no,no,no,yes,yes,month-to-month,True,electronic check,3.12,93.6,3366.05
0376-ymcjc,True,male,0,False,False,23,True,yes,fiber optic,no,no,no,yes,yes,no,month-to-month,True,electronic check,2.82,90.6,1943.2
0377-jbkkt,False,male,0,True,True,22,True,no,dsl,yes,yes,no,yes,no,no,month-to-month,True,mailed check,1.93,57.95,1271.8
0378-cjkpv,False,female,0,True,False,72,True,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,False,credit card (automatic),3.69,112.1,7965.95
0378-nhqxu,True,female,0,True,True,17,True,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,False,electronic check,2.86,88.25,1460.65
0378-tovms,True,female,0,False,False,3,True,no,fiber optic,no,no,no,yes,no,yes,month-to-month,False,electronic check,3.02,85.8,272.2
0378-xszpu,True,male,0,True,False,58,True,no,dsl,yes,yes,yes,no,no,no,one year,False,credit card (automatic),2.05,60.3,3563.8
0379-djqhr,False,male,0,True,True,67,True,no,dsl,yes,yes,yes,no,yes,yes,two year,False,credit card (automatic),2.69,81.35,5398.6
0380-neavx,False,male,1,False,False,34,True,no,fiber optic,no,yes,yes,no,yes,yes,one year,True,electronic check,3.28,99.85,3343.15
0380-zcsbi,False,male,0,False,False,10,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,credit card (automatic),0.66,20.0,198.7
0383-cldda,False,female,0,False,False,69,True,yes,dsl,yes,no,yes,yes,yes,yes,two year,True,credit card (automatic),2.85,85.35,5897.4
0384-lpite,False,male,0,False,False,40,False,no phone service,dsl,yes,yes,yes,no,yes,yes,one year,False,credit card (automatic),2.09,62.05,2511.55
0384-rvbpi,False,male,0,False,False,20,True,no,dsl,yes,no,yes,no,no,yes,month-to-month,False,credit card (automatic),2.33,64.4,1398.6
0386-cwrgm,False,female,0,True,True,46,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,mailed check,0.7,19.4,967.85
0388-eopex,True,female,0,True,False,2,True,no,fiber optic,yes,no,no,no,no,no,month-to-month,True,electronic check,2.32,74.4,139.4
0390-dcfdq,True,female,1,True,False,1,True,no,fiber optic,no,no,no,no,no,no,month-to-month,True,mailed check,2.35,70.45,70.45
0392-bziuw,False,female,0,True,False,72,True,yes,fiber optic,yes,no,yes,no,yes,yes,two year,True,credit card (automatic),3.51,105.0,7589.8
0394-yondk,False,male,0,True,True,70,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,credit card (automatic),0.85,25.15,1790.15
0396-hujbp,False,female,0,False,False,2,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,mailed check,0.74,19.3,44.4
0396-ukgai,False,male,0,False,True,23,True,no,dsl,no,yes,no,yes,no,no,month-to-month,True,bank transfer (automatic),1.86,55.3,1284.2
0396-ychwo,False,male,0,True,False,36,True,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,True,electronic check,3.22,95.4,3474.2
0397-gzbbc,True,male,1,True,False,59,True,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,True,bank transfer (automatic),3.15,93.85,5574.75
0397-zxwqf,False,male,0,False,False,67,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,bank transfer (automatic),0.71,20.5,1430.95
0401-wdbxm,False,male,0,True,True,72,True,yes,fiber optic,yes,no,yes,no,yes,yes,two year,True,bank transfer (automatic),3.49,105.55,7542.25
0402-cqajn,True,female,0,False,False,37,True,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,True,bank transfer (automatic),3.19,101.9,3545.35
0402-oamen,False,female,0,True,True,72,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,bank transfer (automatic),0.79,24.45,1709.1
0404-ahasp,False,male,0,True,False,72,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,credit card (automatic),0.66,19.7,1421.9
0404-swrvg,True,male,0,False,False,3,True,yes,fiber optic,no,no,no,no,no,no,month-to-month,True,electronic check,2.55,74.4,229.55
0406-bpdvr,True,female,1,True,False,54,True,yes,fiber optic,no,yes,no,no,yes,yes,one year,True,credit card (automatic),3.32,101.5,5373.1
0407-bdjkb,True,male,0,True,False,60,True,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,True,electronic check,3.19,95.75,5742.9
0409-wtmpl,False,female,0,True,False,58,True,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,True,credit card (automatic),3.75,110.65,6526.65
0410-ipfty,False,female,0,True,False,31,True,no,fiber optic,no,yes,no,no,no,yes,month-to-month,True,bank transfer (automatic),2.88,83.85,2674.15
0411-ezjze,False,female,0,False,False,3,True,yes,dsl,no,no,no,no,yes,no,month-to-month,True,electronic check,1.89,60.25,170.5
0412-uccnp,False,male,0,False,False,55,True,no,dsl,yes,no,yes,yes,no,no,two year,True,electronic check,1.92,59.2,3175.85
0415-mosgf,True,female,0,False,False,1,True,no,dsl,no,no,no,no,no,no,month-to-month,False,mailed check,1.48,44.4,44.4
0419-yaapx,False,male,0,True,False,49,True,no,fiber optic,no,yes,no,no,yes,no,month-to-month,True,credit card (automatic),2.92,85.3,4297.95
0420-bwtpw,True,male,0,False,True,8,False,no phone service,dsl,no,no,no,no,no,no,month-to-month,False,mailed check,0.9,25.5,215.2
0420-hlgxf,False,female,1,False,False,39,True,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,True,electronic check,3.45,99.75,4036.0
0420-txvsg,False,male,0,True,False,66,True,yes,dsl,yes,yes,yes,no,no,no,two year,True,credit card (automatic),2.24,66.1,4428.45
0422-ohqhq,False,female,0,True,True,15,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,False,mailed check,0.66,20.55,295.95
0422-uxfap,False,female,0,True,False,51,True,yes,fiber optic,no,no,yes,no,yes,yes,one year,True,electronic check,3.23,98.85,4947.55
0423-udijq,False,male,1,False,False,9,True,no,dsl,no,no,no,yes,no,no,month-to-month,False,mailed check,1.66,49.2,447.9
0426-tirne,True,female,0,False,False,1,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,mailed check,0.7,20.9,20.9
0428-axxlj,False,male,0,False,False,25,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,True,bank transfer (automatic),0.69,19.5,516.3
0428-ikycp,False,male,0,True,False,22,True,no,fiber optic,no,no,yes,no,yes,no,month-to-month,True,bank transfer (automatic),2.8,87.0,1850.65
0430-ihcdj,False,male,0,False,False,15,True,yes,dsl,no,no,no,no,no,no,month-to-month,True,electronic check,1.66,49.0,749.25
0431-apwvy,True,female,0,True,True,28,True,no,fiber optic,no,no,no,no,yes,yes,one year,True,bank transfer (automatic),3.09,90.1,2598.95
0432-cajzv,False,male,0,False,False,3,True,no,fiber optic,no,no,no,no,yes,yes,month-to-month,False,mailed check,2.64,90.7,237.65
0434-csfon,False,female,0,True,False,47,True,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,True,electronic check,3.34,100.5,4707.1
